system:index,flood_label,.geo
1_2858,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.317613091546011,6.410063457127464]}"
1_2859,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.238920672657141,6.445097753208126]}"
1_2860,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2656006365954906,6.521903710000345]}"
1_2861,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.261288723231717,6.498996670255297]}"
1_2862,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.265331142010255,6.452913096179965]}"
1_2863,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2645226582545472,6.455608042032324]}"
1_2864,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.250778434407519,6.455338547447088]}"
1_2865,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2542818640155846,6.445097753208126]}"
1_2866,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2567073152827075,6.4397078615034085]}"
1_2867,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3168046077903037,6.445906236963833]}"
1_2868,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2960535247271427,6.515435839954684]}"
1_2869,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.304407856869454,6.474203168413598]}"
1_2870,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2696430553740288,6.406290532934162]}"
1_2871,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.257785293623651,6.515974829125156]}"
1_2872,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2825787954653496,6.449409666571899]}"
1_2873,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2855432359029444,6.498727175670061]}"
1_2874,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2925500951190765,6.481749016800202]}"
1_2875,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.233530780952424,6.4472537098900125]}"
1_2876,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.31572662944936,6.448331688230955]}"
1_2877,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2251764488101125,6.451565623253786]}"
1_2878,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.21816958959398,6.4787845763626075]}"
1_2879,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3146486511084166,6.446175731549069]}"
1_2880,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2378426943161975,6.478515081777371]}"
1_2881,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.278536376686812,6.462075912077984]}"
1_2882,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.306024824380869,6.483365984311617]}"
1_2883,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2553598423565284,6.455877536617559]}"
1_2884,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.289855149266718,6.485521940993504]}"
1_2885,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.259402261135066,6.4397078615034085]}"
1_2886,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2882381817553026,6.456686020373267]}"
1_2887,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.289585654681482,6.487408403090155]}"
1_2888,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3639661602065782,6.411410930053643]}"
1_2889,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.220595040861103,6.497110208158646]}"
1_2890,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.319230059057426,6.43377898062822]}"
1_2891,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2779973875163404,6.519747753318458]}"
1_2892,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3224639940802567,6.445367247793361]}"
1_2893,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.235417243049075,6.448331688230955]}"
1_2894,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2995569543352086,6.447523204475248]}"
1_2895,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.220595040861103,6.480671038459258]}"
1_2896,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.287160203414359,6.462884395833692]}"
1_2897,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.278266882101576,6.431623023946333]}"
1_2898,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2957840301419066,6.468813276708881]}"
1_2899,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.310606232329879,6.453452085350437]}"
1_2900,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.245119048117566,6.520825731659401]}"
1_2901,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.308719770233228,6.523251182926524]}"
1_2902,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.242424102265207,6.465848836271286]}"
1_2903,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2211340300315743,6.45264360159473]}"
1_2904,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3189605644721905,6.438899377747701]}"
1_2905,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2847347521472368,6.507351002397608]}"
1_2906,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.302790889358039,6.465848836271286]}"
1_2907,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.232991791781952,6.418687283855012]}"
1_2908,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.25266489650417,6.445097753208126]}"
1_2909,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3019824056023315,6.451835117839022]}"
1_2910,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2561683261122356,6.46234540666322]}"
1_2911,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2532038856746412,6.455338547447088]}"
1_2912,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.225715437980584,6.495762735232466]}"
1_2913,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.265061647425019,6.465579341686051]}"
1_2914,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.311684210670822,6.4510266340833144]}"
1_2915,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.224098470469169,6.5089679699090235]}"
1_2916,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2505089398222826,6.517052807466099]}"
1_2917,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2607497340612452,6.455877536617559]}"
1_2918,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2906636330224255,6.491450821868693]}"
1_2919,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2685650770330854,6.497379702743881]}"
1_2920,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.304946846039926,6.445367247793361]}"
1_2921,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2523954019189336,6.489564359772042]}"
1_2922,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.295245040971435,6.489833854357277]}"
1_2923,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.246736015628981,6.475281146754542]}"
1_2924,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2731464849820946,6.468813276708881]}"
1_2925,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3227334886654925,6.417339810928833]}"
1_2926,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2402681455833204,6.4901033489425135]}"
1_2927,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.280422838783463,6.458572482469918]}"
1_2928,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.300634932676152,6.502500099863363]}"
1_2929,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.306563813551341,6.453182590765201]}"
1_2930,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2607497340612452,6.507081507812372]}"
1_2931,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2779973875163404,6.417878800099304]}"
1_2932,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2739549687378022,6.471777717146475]}"
1_2933,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.223559481298697,6.5127408941023255]}"
1_2934,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2553598423565284,6.453452085350437]}"
1_2935,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2693735607887926,6.470699738805532]}"
1_2936,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2607497340612452,6.406021038348927]}"
1_2937,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2553598423565284,6.430814540190625]}"
1_2938,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2863517196586516,6.455338547447088]}"
1_2939,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2704515391297364,6.431353529361097]}"
1_2940,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2553598423565284,6.456686020373267]}"
1_2941,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.302251900187567,6.506542518641901]}"
1_2942,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2796143550277552,6.477706598021664]}"
1_2943,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.308180781062756,6.45129612866855]}"
1_2944,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2267934163215273,6.476089630510249]}"
1_2945,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3035993731137467,6.486599919334448]}"
1_2946,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.246197026458509,6.451835117839022]}"
1_2947,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.348335474262899,6.399822662888502]}"
1_2948,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2661396257659625,6.415183854246945]}"
1_2949,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2771889037606328,6.458302987884682]}"
1_2950,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2701820445445002,6.464231868759871]}"
1_2951,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.321116521154077,6.418148294684539]}"
1_2952,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.231913813441009,6.520825731659401]}"
1_2953,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.314109661937945,6.446714720719541]}"
1_2954,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.231105329685301,6.465040352515579]}"
1_2955,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.233530780952424,6.5240596666822315]}"
1_2956,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3203080373983695,6.442941796526239]}"
1_2957,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2497004560665754,6.44024685067388]}"
1_2958,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.304407856869454,6.464770857930343]}"
1_2959,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3057553297956335,6.446714720719541]}"
1_2960,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.216822116667801,6.495223746061995]}"
1_2961,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2906636330224255,6.495493240647231]}"
1_2962,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2758414308344532,6.445636742378597]}"
1_2963,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2327222971967164,6.482826995141146]}"
1_2964,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2941670626304917,6.497918691914354]}"
1_2965,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2771889037606328,6.497110208158646]}"
1_2966,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2739549687378022,6.47150822256124]}"
1_2967,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.310067243159407,6.457225009543739]}"
1_2968,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3108757269151146,6.447792699060484]}"
1_2969,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2378426943161975,6.449679161157135]}"
1_2970,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.293089084289548,6.500344143181476]}"
1_2971,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.286082225073416,6.512201904931854]}"
1_2972,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3184215753017186,6.441863818185295]}"
1_2973,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.226254427151056,6.479054070947844]}"
1_2974,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2119712141335555,6.459650460810861]}"
1_2975,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.319769048227898,6.439977356088644]}"
1_2976,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2173611058382723,6.452913096179965]}"
1_2977,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.310336737744643,6.402787103326096]}"
1_2978,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.214127170815442,6.461267428322277]}"
1_2979,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.276380420004925,6.450757139498078]}"
1_2980,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.234878253878603,6.45911147164039]}"
1_2981,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2882381817553026,6.459650460810861]}"
1_2982,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2658701311807268,6.506542518641901]}"
1_2983,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.242693596850443,6.515435839954684]}"
1_2984,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.263444679913604,6.456416525788032]}"
1_2985,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2591327665498304,6.490911832698221]}"
1_2986,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.317882586131247,6.442941796526239]}"
1_2987,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.247005510214217,6.501961110692891]}"
1_2988,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3467185067514835,6.40251760874086]}"
1_2989,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.254012369430349,6.5051950457157215]}"
1_2990,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2769194091753966,6.431892518531568]}"
1_2991,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2189780733496876,6.521095226244637]}"
1_2992,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2230204921282253,6.4410553344295876]}"
1_2993,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.257785293623651,6.444019774867182]}"
1_2994,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.281500817124406,6.503578078204306]}"
1_2995,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.306024824380869,6.441324829014824]}"
1_2996,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2435020806061505,6.458033493299447]}"
1_2997,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3564203118199742,6.403595587081804]}"
1_2998,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2982094814090295,6.50330858361907]}"
1_2999,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2289493730034144,6.476359125095485]}"
1_3000,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.332435293733983,6.407368511275106]}"
1_3001,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.278536376686812,6.4170703163435965]}"
1_3002,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.239459661827613,6.515974829125156]}"
1_3003,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.325158939932615,6.422999197218785]}"
1_3004,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.294975546386199,6.491450821868693]}"
1_3005,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.298478975994265,6.451835117839022]}"
1_3006,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3111452215003507,6.405482049178454]}"
1_3007,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2289493730034144,6.477167608851192]}"
1_3008,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3165351132050676,6.436204431895342]}"
1_3009,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2699125499592645,6.434317969798691]}"
1_3010,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2383816834866694,6.446445226134305]}"
1_3011,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.308450275647992,6.450487644912843]}"
1_3012,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.310606232329879,6.449948655742371]}"
1_3013,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3035993731137467,6.4712387279760035]}"
1_3014,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2666786149364344,6.442941796526239]}"
1_3015,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.233261286367188,6.445636742378597]}"
1_3016,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2364952213900184,6.446984215304776]}"
1_3017,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2680260878626135,6.4976491973291175]}"
1_3018,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2214035246168105,6.4434807856967105]}"
1_3019,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2629056907431324,6.439438366918172]}"
1_3020,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.306563813551341,6.440785839844351]}"
1_3021,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2685650770330854,6.501152626937183]}"
1_3022,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.22921886758865,6.4599199553960975]}"
1_3023,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3014434164318596,6.472047211731711]}"
1_3024,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2777278929311042,6.464770857930343]}"
1_3025,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2922806005338408,6.463423385004163]}"
1_3026,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2510479289927545,6.438360388577229]}"
1_3027,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3205775319836057,6.442941796526239]}"
1_3028,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.280153344198227,6.458841977055154]}"
1_3029,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.284195762976765,6.501152626937183]}"
1_3030,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2523954019189336,6.439168872332937]}"
1_3031,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.25266489650417,6.405482049178454]}"
1_3032,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.300904427261388,6.512201904931854]}"
1_3033,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2195170625201595,6.444289269452418]}"
1_3034,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2435020806061505,6.453721579935673]}"
1_3035,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3014434164318596,6.505734034886193]}"
1_3036,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2359562322195465,6.437821399406757]}"
1_3037,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2874296979995954,6.404673565422747]}"
1_3038,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.220595040861103,6.493067789380108]}"
1_3039,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2607497340612452,6.428928078093974]}"
1_3040,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2957840301419066,6.468543782123645]}"
1_3041,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.243232586020915,6.438360388577229]}"
1_3042,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.226254427151056,6.457763998714211]}"
1_3043,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2812313225391705,6.437012915651049]}"
1_3044,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2176306004235085,6.455338547447088]}"
1_3045,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.216013632912093,6.465309847100815]}"
1_3046,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2925500951190765,6.481479522214966]}"
1_3047,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2699125499592645,6.433509486042984]}"
1_3048,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2809618279539348,6.4599199553960975]}"
1_3049,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2885076763405388,6.428658583508739]}"
1_3050,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2855432359029444,6.436204431895342]}"
1_3051,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2925500951190765,6.508159486153316]}"
1_3052,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2828482900505858,6.447792699060484]}"
1_3053,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.270721033714972,6.465309847100815]}"
1_3054,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.274493957908274,6.43566544272487]}"
1_3055,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2666786149364344,6.435395948139635]}"
1_3056,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2227509975429895,6.459650460810861]}"
1_3057,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2761109254196894,6.4779760926069]}"
1_3058,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2440410697766224,6.455877536617559]}"
1_3059,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.283926268391529,6.485521940993504]}"
1_3060,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2308358351000654,6.4779760926069]}"
1_3061,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.298478975994265,6.455069052861852]}"
1_3062,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2645226582545472,6.5202867424889295]}"
1_3063,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.244580058947094,6.477167608851192]}"
1_3064,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3019824056023315,6.49684071357341]}"
1_3065,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.263444679913604,6.518400280392278]}"
1_3066,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2831177846358215,6.504386561960014]}"
1_3067,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2378426943161975,6.48444396265256]}"
1_3068,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.292819589704312,6.508159486153316]}"
1_3069,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2836567738062934,6.479323565533079]}"
1_3070,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2731464849820946,6.505464540300958]}"
1_3071,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2418851130947353,6.4434807856967105]}"
1_3072,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2456580372880373,6.452913096179965]}"
1_3073,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2399986509980843,6.514088367028505]}"
1_3074,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2647921528397834,6.50788999156808]}"
1_3075,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2742244633230384,6.4359349373101065]}"
1_3076,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2817703117096424,6.511932410346618]}"
1_3077,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.317343596960775,6.445636742378597]}"
1_3078,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.306833308136577,6.480132049288787]}"
1_3079,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2529343910894055,6.46234540666322]}"
1_3080,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3127621890117656,6.416531327173125]}"
1_3081,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.22921886758865,6.472316706316947]}"
1_3082,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2825787954653496,6.434317969798691]}"
1_3083,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2170916112530366,6.480940533044494]}"
1_3084,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3243504561769077,6.4397078615034085]}"
1_3085,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.282039806294878,6.431892518531568]}"
1_3086,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2542818640155846,6.511393421176146]}"
1_3087,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2286798784181783,6.4599199553960975]}"
1_3088,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2922806005338408,6.459650460810861]}"
1_3089,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.226254427151056,6.454260569106145]}"
1_3090,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2723380012263874,6.506273024056665]}"
1_3091,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2715295174706798,6.445906236963833]}"
1_3092,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.237573199730962,6.468004792953173]}"
1_3093,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2960535247271427,6.457763998714211]}"
1_3094,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3054858352103977,6.444019774867182]}"
1_3095,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.263444679913604,6.431084034775861]}"
1_3096,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.222481502957754,6.512471399517089]}"
1_3097,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.220325546275867,6.463423385004163]}"
1_3098,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.246466521043745,6.457225009543739]}"
1_3099,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2885076763405388,6.479054070947844]}"
1_3100,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.293089084289548,6.508698475323787]}"
1_3101,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2542818640155846,6.485252446408268]}"
1_3102,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2925500951190765,6.459380966225626]}"
1_3103,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2920111059486046,6.50788999156808]}"
1_3104,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3057553297956335,6.502769594448599]}"
1_3105,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.313840167352709,6.446175731549069]}"
1_3106,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2265239217362915,6.463423385004163]}"
1_3107,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3243504561769077,6.429736561849682]}"
1_3108,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2906636330224255,6.470969233390767]}"
1_3109,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2230204921282253,6.4599199553960975]}"
1_3110,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2189780733496876,6.494145767721052]}"
1_3111,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.27476345249351,6.494954251476759]}"
1_3112,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2742244633230384,6.496571218988174]}"
